"Variable","Variable Number","Topic","Topic Number","Subtopic","Subtopic Number","Survey Years","Availability","Description","Table Name","Type","Edit Flag Variable","Imputation Strategy","Response Codes","Question Text","Instrument Variable Name(s)","Disclosure","Conditions in Universe","User Notes"
"RMFAMILY",6,"Recent Movers",12,"Reason for Moving",1,"2021 National, 2021 Metro, 2019 National, 2019 Metro, 2017 National, 2017 Metro, 2015 National, 2015 Metro","PUF","Flag indicating respondent, who moved in last two years, moved for family","HOUSEHOLD","Character","JRMFAMILY","Coming soon","1: Yes||2: No||M or -9: Not reported||N or -6: Not applicable","Did you choose to move to be closer to family, including for health reasons, economic reasons, or for any other reasons?","WMFAMILY","None","INTSTATUS = '1' and ((([interview year] - 2) < MOVE) or ((([interview year] - 2) = MOVE) and [month of survey] <= MOVM)) and RESPONDENT = '1' and MOVFORCE <> '1'",
"RMHOME",7,"Recent Movers",12,"Reason for Moving",1,"2021 National, 2021 Metro, 2019 National, 2019 Metro, 2017 National, 2017 Metro, 2015 National, 2015 Metro","PUF","Flag indicating respondent, who moved in last two years, moved for better home","HOUSEHOLD","Character","JRMHOME","Coming soon","1: Yes||2: No||M or -9: Not reported||N or -6: Not applicable","Did you choose to move to upgrade to a larger home or a better quality home?","WMHOME","None","INTSTATUS = '1' and ((([interview year] - 2) < MOVE) or ((([interview year] - 2) = MOVE) and [month of survey] <= MOVM)) and RESPONDENT = '1' and MOVFORCE <> '1'",
"RMHOOD",8,"Recent Movers",12,"Reason for Moving",1,"2021 National, 2021 Metro, 2019 National, 2019 Metro, 2017 National, 2017 Metro, 2015 National, 2015 Metro","PUF","Flag indicating respondent, who moved in last two years, moved to be in more desirable neighborhood","HOUSEHOLD","Character","JRMHOOD","Coming soon","1: Yes||2: No||M or -9: Not reported||N or -6: Not applicable","Did you choose to move to be in a more desirable neighborhood?","WMHOOD","None","INTSTATUS = '1' and ((([interview year] - 2) < MOVE) or ((([interview year] - 2) = MOVE) and [month of survey] <= MOVM)) and RESPONDENT = '1' and MOVFORCE <> '1'",
"RMJOB",9,"Recent Movers",12,"Reason for Moving",1,"2021 National, 2021 Metro, 2019 National, 2019 Metro, 2017 National, 2017 Metro, 2015 National, 2015 Metro","PUF","Flag indicating respondent, who moved in last two years, moved for job","HOUSEHOLD","Character","JRMJOB","Coming soon","1: Yes||2: No||M or -9: Not reported||N or -6: Not applicable","Did you choose to move for a new job or job transfer?","WMJOB","None","INTSTATUS = '1' and ((([interview year] - 2) < MOVE) or ((([interview year] - 2) = MOVE) and [month of survey] <= MOVM)) and RESPONDENT = '1' and MOVFORCE <> '1'",
"RMOTHER",10,"Recent Movers",12,"Reason for Moving",1,"2021 National, 2021 Metro, 2019 National, 2019 Metro, 2017 National, 2017 Metro, 2015 National, 2015 Metro","PUF","Flag indicating respondent, who moved in last two years, moved for another reason","HOUSEHOLD","Character","JRMOTHER","Coming soon","1: Yes||2: No||M or -9: Not reported||N or -6: Not applicable","Did you choose to move for some other reason?","WMOTHER","None","INTSTATUS = '1' and ((([interview year] - 2) < MOVE) or ((([interview year] - 2) = MOVE) and [month of survey] <= MOVM)) and RESPONDENT = '1' and MOVFORCE <> '1'",
"RMOWNHH",11,"Recent Movers",12,"Reason for Moving",1,"2021 National, 2021 Metro, 2019 National, 2019 Metro, 2017 National, 2017 Metro, 2015 National, 2015 Metro","PUF","Flag indicating respondent, who moved in last two years, moved to form household","HOUSEHOLD","Character","JRMOWNHH","Coming soon","1: Yes||2: No||M or -9: Not reported||N or -6: Not applicable","Did you choose to move to form your own household?","WMONWHH","None","INTSTATUS = '1' and ((([interview year] - 2) < MOVE) or ((([interview year] - 2) = MOVE) and [month of survey] <= MOVM)) and RESPONDENT = '1' and MOVFORCE <> '1'",
"HRATE",1,"Recent Movers",12,"Housing Search",2,"2021 National, 2021 Metro, 2019 National, 2019 Metro, 2017 National, 2017 Metro, 2015 National, 2015 Metro","PUF","Rating of current home","HOUSEHOLD","Character","JHRATE","Coming soon","1: Better||2: Worse||3: About the same||M or -9: Not reported||N or -6: Not applicable","Is this housing unit better, worse, or about the same as your last home?","XHRATE","None","INTSTATUS = '1' and ((([interview year] - 2) < MOVE) or ((([interview year] - 2) = MOVE) and [month of survey] <= MOVM)) and RESPONDENT = '1'",
"NRATE",2,"Recent Movers",12,"Housing Search",2,"2021 National, 2021 Metro, 2019 National, 2019 Metro, 2017 National, 2017 Metro, 2015 National, 2015 Metro","PUF","Rating of current neighborhood","HOUSEHOLD","Character","JNRATE","Coming soon","1: Better||2: Worse||3: About the same||4: Same neighborhood||M or -9: Not reported||N or -6: Not applicable","Is this neighborhood better, worse, or about the same as your last neighborhood?","XNRATE","None","INTSTATUS = '1' and ((([interview year] - 2) < MOVE) or ((([interview year] - 2) = MOVE) and [month of survey] <= MOVM)) and RESPONDENT = '1'",
"SEARCHAPRJ",3,"Recent Movers",12,"Housing Search",2,"2021 National, 2021 Metro","PUF","Submitted rental applications for other units that were rejected because of credit","HOUSEHOLD","Character","JSEARCHAPRJ","Coming soon","1: Submitted rental applications for other units, at least one application rejected because of credit||2: Submitted rental applications for other units, none rejected because of credit||3: Submitted rental applications for other units, rejection not reported||4: Did not submit rental applications for other units||M or -9: Not reported||N or -6: Not applicable","See User Notes","See User Notes","None","INTSTATUS = '1' and SPLITSAMP = '1' and TENURE in ('2' '3') and SEARCHPUB ne 'N'","SEARCHAPRJ is determined using SRCHAPP (Did you submit rental applications for any apartments or housing units other than this one?) and SRCHREJ (Were any of your rental applications rejected because of yours or your cosigner's credit history or credit score?). This item is part of the Group 1 Topical modules; use SP1WEIGHT to create weighted estimates."
"SEARCHCRED",4,"Recent Movers",12,"Housing Search",2,"2021 National, 2021 Metro","PUF","Did not apply because of credit score","HOUSEHOLD","Character","JSEARCHCRED","Coming soon","1: Yes||2: No||M or -9: Not reported||N or -6: Not applicable","Sometimes people don't apply for some units even if they can afford them. Did you decide not to submit an application because you were worried about your cosigner's credit history or credit score?","SRCHCRED","None","INTSTATUS = '1' and SPLITSAMP = '1' and TENURE in ('2' '3') and SEARCHPUB ne 'N'","This item is part of the Group 1 Topical modules; use SP1WEIGHT to create weighted estimates."
"SEARCHFAM",5,"Recent Movers",12,"Housing Search",2,"2021 National, 2021 Metro, 2019 National, 2019 Metro, 2017 National, 2017 Metro, 2015 National, 2015 Metro","PUF","Flag indicating respondent, who moved in last two years, found home through family, friends, or other word of mouth","HOUSEHOLD","Character","JSEARCHFAM","Coming soon","1: Yes||2: No||M or -9: Not reported||N or -6: Not applicable","Did you find your home through family, friends, or other word of mouth?","HEARHSFAM","None","INTSTATUS = '1' and ((([interview year] - 2) < MOVE) or ((([interview year] - 2) = MOVE) and [month of survey] <= MOVM)) and RESPONDENT = '1'",
"SEARCHGUAR",6,"Recent Movers",12,"Housing Search",2,"2021 National, 2021 Metro","PUF","Had a guarantor or co-signer on application","HOUSEHOLD","Character","JSEARCHGUAR","Coming soon","1: Yes||2: No||M or -9: Not reported||N or -6: Not applicable","A guarantor or co-signer may be a friend or family member who agrees to make payments on your behalf should you become unable to pay your rent. Did you have a guarantor or co-signer on any of your rental applications?","SRCHGUAR","None","INTSTATUS = '1' and SPLITSAMP = '1' and TENURE in ('2' '3') and SEARCHPUB ne 'N'","This item is part of the Group 1 Topical modules; use SP1WEIGHT to create weighted estimates."
"SEARCHLIST",7,"Recent Movers",12,"Housing Search",2,"2021 National, 2021 Metro, 2019 National, 2019 Metro, 2017 National, 2017 Metro, 2015 National, 2015 Metro","PUF","Flag indicating respondent, who moved in last two years, found home through apartment rental agency listing","HOUSEHOLD","Character","JSEARCHLIST","Coming soon","1: Yes||2: No||M or -9: Not reported||N or -6: Not applicable","Did you find your home on an apartment rental agency listing?","HEARHSLIST","None","INTSTATUS = '1' and ((([interview year] - 2) < MOVE) or ((([interview year] - 2) = MOVE) and [month of survey] <= MOVM)) and RESPONDENT = '1'",
"SEARCHNEIGH",8,"Recent Movers",12,"Housing Search",2,"2021 National, 2021 Metro","PUF","Visited other neighborhoods","HOUSEHOLD","Character","JSEARCHNEIGH","Coming soon","1: Yes||2: No||M or -9: Not reported||N or -6: Not applicable","When you were looking for a new place to live, did you visit other neighborhoods besides this one?","SRCHNEIGH","None","INTSTATUS = '1' and SPLITSAMP = '1' and TENURE in ('2' '3') and SEARCHPUB ne 'N'","This item is part of the Group 1 Topical modules; use SP1WEIGHT to create weighted estimates."
"SEARCHNET",9,"Recent Movers",12,"Housing Search",2,"2021 National, 2021 Metro, 2019 National, 2019 Metro, 2017 National, 2017 Metro, 2015 National, 2015 Metro","PUF","Flag indicating respondent, who moved in last two years, found home through the Internet","HOUSEHOLD","Character","JSEARCHNET","Coming soon","1: Yes||2: No||M or -9: Not reported||N or -6: Not applicable","Did you find your home on an internet site (such as Craig's List, apartment.com, realtor.com, or Zillow)?","HEARHSNET","None","INTSTATUS = '1' and ((([interview year] - 2) < MOVE) or ((([interview year] - 2) = MOVE) and [month of survey] <= MOVM)) and RESPONDENT = '1'",
"SEARCHOTH",10,"Recent Movers",12,"Housing Search",2,"2021 National, 2021 Metro, 2019 National, 2019 Metro, 2017 National, 2017 Metro, 2015 National, 2015 Metro","PUF","Flag indicating respondent, who moved in last two years, found home through some other way","HOUSEHOLD","Character","JSEARCHOTH","Coming soon","1: Yes||2: No||M or -9: Not reported||N or -6: Not applicable","Did you find your home in some other way?","HEARHSOTH","None","INTSTATUS = '1' and ((([interview year] - 2) < MOVE) or ((([interview year] - 2) = MOVE) and [month of survey] <= MOVM)) and RESPONDENT = '1'",
"SEARCHPUB",11,"Recent Movers",12,"Housing Search",2,"2021 National, 2021 Metro, 2019 National, 2019 Metro, 2017 National, 2017 Metro, 2015 National, 2015 Metro","PUF","Flag indicating respondent, who moved in last two years, found home through newspaper or publication","HOUSEHOLD","Character","JSEARCHPUB","Coming soon","1: Yes||2: No||M or -9: Not reported||N or -6: Not applicable","Did you find your home in a newspaper or other publication?","HEARHSPUB","None","INTSTATUS = '1' and ((([interview year] - 2) < MOVE) or ((([interview year] - 2) = MOVE) and [month of survey] <= MOVM)) and RESPONDENT = '1'",
"SEARCHREA",12,"Recent Movers",12,"Housing Search",2,"2021 National, 2021 Metro, 2019 National, 2019 Metro, 2017 National, 2017 Metro, 2015 National, 2015 Metro","PUF","Flag indicating respondent, who moved in last two years, found home through real estate agent","HOUSEHOLD","Character","JSEARCHREA","Coming soon","1: Yes||2: No||M or -9: Not reported||N or -6: Not applicable","Did you find your home from talking with a real estate agent?","HEARHSREA","None","INTSTATUS = '1' and ((([interview year] - 2) < MOVE) or ((([interview year] - 2) = MOVE) and [month of survey] <= MOVM)) and RESPONDENT = '1'",
"SEARCHSIGN",13,"Recent Movers",12,"Housing Search",2,"2021 National, 2021 Metro, 2019 National, 2019 Metro, 2017 National, 2017 Metro, 2015 National, 2015 Metro","PUF","Flag indicating respondent, who moved in last two years, found home through sign outside of building","HOUSEHOLD","Character","JSEARCHSIGN","Coming soon","1: Yes||2: No||M or -9: Not reported||N or -6: Not applicable","Did you find your home on a sign on outside of building/house?","HEARHSSIGN","None","INTSTATUS = '1' and ((([interview year] - 2) < MOVE) or ((([interview year] - 2) = MOVE) and [month of survey] <= MOVM)) and RESPONDENT = '1'",
"SEARCHSTOP",14,"Recent Movers",12,"Housing Search",2,"2021 National, 2021 Metro, 2019 National, 2019 Metro, 2017 National, 2017 Metro, 2015 National, 2015 Metro","PUF","Reason for stopping housing search sooner than preferred","HOUSEHOLD","Character","JSEARCHSTOP","Coming soon","1: Yes, because had to move quickly||2: Yes, because had difficulty with travel||3: Yes, had to move quickly and had difficulty with travel||4: Yes, no reason given||5: No||N or -6: Not applicable","See User Notes","See User Notes","None","INTSTATUS = '1' and ((([interview year] - 2) < MOVE) or ((([interview year] - 2) = MOVE) and [month of survey] <= MOVM)) and RESPONDENT = '1'","SEARCHSTOP is determined using STOPLOOK (Did you end your housing search sooner than you would have liked?), STPLKTIME (Did you end your housing search because you had to move quickly and did not have time to fully explore your housing options?), and STPLKTRAV (because you had difficulty traveling to other neighborhoods to find preferred housing?)."
"SEARCHTIME",15,"Recent Movers",12,"Housing Search",2,"2021 National, 2021 Metro","PUF","Time taken to find another place to live","HOUSEHOLD","Character","JSEARCHTIME","Coming soon","1: Less than a month||2: More than one month||M or -9: Not reported||N or -6: Not applicable","During your most recent move, how long did it take to find a place to live?","SRCHTIME","None","INTSTATUS = '1' and SPLITSAMP = '1' and TENURE in ('2' '3') and SEARCHPUB ne 'N'","This item is part of the Group 1 Topical modules; use SP1WEIGHT to create weighted estimates."
"SEARCHUNITS",16,"Recent Movers",12,"Housing Search",2,"2021 National, 2021 Metro","PUF","Visited other houses or apartments in neighborhood","HOUSEHOLD","Character","JSEARCHUNITS","Coming soon","1: Yes||2: No||M or -9: Not reported||N or -6: Not applicable","When you were looking for a new place to live, did you visit other houses or apartments within this neighborhood?","SRCHUNITS","None","INTSTATUS = '1' and SPLITSAMP = '1' and TENURE in ('2' '3') and SEARCHPUB ne 'N'","This item is part of the Group 1 Topical modules; use SP1WEIGHT to create weighted estimates."
