"Variable","Variable Number","Topic","Topic Number","Subtopic","Subtopic Number","Survey Years","Availability","Description","Table Name","Type","Edit Flag Variable","Imputation Strategy","Response Codes","Question Text","Instrument Variable Name(s)","Disclosure","Conditions in Universe","User Notes"
"NUMHS",28,"Recent Movers",12,"Housing Search",2,"2013 National, 2013 Metro, 2011 National, 2011 Metro, 2009 National, 2009 Metro, 2007 National, 2007 Metro, 2005 National, 2004 Metro, 2003 National, 2002 Metro, 2001 National, 1999 National","PUF","Number of homes looked at before choosing this one","HOUSEHOLD","Numeric","NA",,"0 : 99: 0 to 99||D: Don't know||R: Refused||. : Not reported||B: Not applicable",,,,,
"XHRATE",29,"Recent Movers",12,"Housing Search",2,"2013 National, 2013 Metro, 2011 National, 2011 Metro, 2009 National, 2009 Metro, 2007 National, 2007 Metro, 2005 National, 2004 Metro, 2003 National, 2002 Metro, 2001 National, 1999 National, 1998 Metro, 1997 National","PUF","Current unit better / worse than old unit","HOUSEHOLD","Character","NA",,"1: Better||2: Worse||3: About the same||D: Don't know||R: Refused||Blank: Not reported||B: Not applicable",,,,,
"XNRATE",30,"Recent Movers",12,"Housing Search",2,"2013 National, 2013 Metro, 2011 National, 2011 Metro, 2009 National, 2009 Metro, 2007 National, 2007 Metro, 2005 National, 2004 Metro, 2003 National, 2002 Metro, 2001 National, 1999 National, 1998 Metro, 1997 National","PUF","Current neighborhood better / worse than old one","HOUSEHOLD","Character","NA",,"1: Better||2: Worse||3: About the same||4: Same neighborhood||D: Don't know||R: Refused||Blank: Not reported||B: Not applicable",,,,,
"MVCNT1",7,"Recent Movers",12,"Mover Group 1 Details",3,"2013 National, 2013 Metro, 2011 National, 2011 Metro, 2009 National, 2009 Metro, 2007 National, 2007 Metro, 2005 National, 2003 National, 2002 Metro, 2001 National","PUF","Number of people in mover group 1","HOUSEHOLD","Numeric","JVCNT1",,"1 : 30: 1 to 30||B: Not applicable",,,,,
"XCOST",8,"Recent Movers",12,"Mover Group 1 Details",3,"2013 National, 2013 Metro, 2011 National, 2011 Metro","PUF","Current housing costs same as old unit","RMOV","Character","NA",,"1: Increase||2: Decrease||3: Stayed about the same||D: Don't know||R: Refused||Blank: Not reported||B: Not applicable",,,,,
"XPER",9,"Recent Movers",12,"Mover Group 1 Details",3,"2013 National, 2013 Metro, 2011 National, 2011 Metro, 2009 National, 2009 Metro, 2007 National, 2007 Metro, 2005 National, 2004 Metro, 2003 National, 2002 Metro, 2001 National, 1999 National, 1998 Metro, 1997 National","PUF","Number of people living in last unit before move","RMOV","Numeric","JXPER",,"1 : 30: 1 to 30 people||D: Don't know||R: Refused||B: Not applicable",,,,,
"XTEN",10,"Recent Movers",12,"Mover Group 1 Details",3,"2013 National, 2013 Metro, 2011 National, 2011 Metro, 2009 National, 2009 Metro, 2007 National, 2007 Metro, 2005 National, 2004 Metro, 2003 National, 2002 Metro, 2001 National, 1999 National, 1998 Metro, 1997 National","PUF","Tenure of previous residence","RMOV","Character","JXTEN",,"1: Owned or being bought by someone in that household||2: Rented for cash||3: Occupied without payment of cash||B: Not applicable",,,,,
"XUNIT",11,"Recent Movers",12,"Mover Group 1 Details",3,"2013 National, 2013 Metro","PUF","Type of unit of previous residence","RMOV","Character","JXUNIT",,"1: House||2: Apartment||3: Mobile home||4: Some other type of residence||D: Don't know||R: Refused||Blank: Not reported",,,,,
"MVCNT2",7,"Recent Movers",12,"Mover Group 2 Details",4,"2013 National, 2013 Metro, 2011 National, 2011 Metro, 2009 National, 2009 Metro, 2007 National, 2007 Metro, 2005 National, 2003 National, 2002 Metro, 2001 National","PUF","Number of people in mover group 2","HOUSEHOLD","Numeric","JVCNT2",,"0 : 30: 0 to 30||B: Not applicable",,,,,
"MVCNT3",7,"Recent Movers",12,"Mover Group 3 Details",5,"2013 National, 2013 Metro, 2011 National, 2011 Metro, 2009 National, 2009 Metro, 2007 National, 2007 Metro, 2005 National, 2003 National, 2002 Metro, 2001 National","PUF","Number of people in mover group 3","HOUSEHOLD","Numeric","JVCNT3",,"0 : 30: 0 to 30||B: Not applicable",,,,,
"XCOND",1,"Recent Movers",12,"Person-Level Movers",6,"2013 National, 2013 Metro, 2011 National, 2011 Metro","PUF","Previous residence was condominium or cooperative","RMOV","Character","NA",,"1: Cooperative||2: Condominium||3: Neither||D: Don't know||R: Refused||Blank: Not reported||B: Not applicable",,,,,
"XCOOP",2,"Recent Movers",12,"Person-Level Movers",6,"2013 National, 2013 Metro, 2011 National, 2011 Metro, 2009 Metro, 2007 Metro, 2005 National, 2004 Metro, 2003 National, 2002 Metro, 1999 National, 1998 Metro, 1997 National","PUF","Previous residence was a cooperative","RMOV","Character","NA",,"1: Yes||B: Not applicable",,,,,
"XHEAD",3,"Recent Movers",12,"Person-Level Movers",6,"2013 National, 2013 Metro, 2011 National, 2011 Metro, 2009 National, 2009 Metro, 2007 National, 2007 Metro, 2005 National, 2004 Metro, 2003 National, 2002 Metro, 2001 National, 1999 National, 1998 Metro, 1997 National","PUF","Previous unit owned or rented by one who moved here","RMOV","Character","JXHEAD",,"1: Yes||2: No||D: Don't know||R: Refused||Blank: Not reported||B: Not applicable",,,,,
"XREL",4,"Recent Movers",12,"Person-Level Movers",6,"2013 National, 2013 Metro, 2011 National, 2011 Metro, 2009 National, 2002 Metro, 2001 National, 1999 National, 1998 Metro","PUF","Previous unit owner / rented by relative","RMOV","Character","NA",,"1: Yes||2: No||D: Don't know||R: Refused||B: Not applicable",,,,,
"ALMV",1,"Recent Movers",12,"General",7,"2013 National, 2011 National, 2009 Metro, 2003 National, 2002 Metro, 2001 National, 1999 National","PUF","All movers lived in same previous residence","HOUSEHOLD","Character","JALMV",,"1: Yes||2: No||B: Not applicable",,,,,
"ALMV",1,"Recent Movers",12,"General",7,"2013 Metro, 2007 National, 2005 National, 2004 Metro, 1998 Metro","PUF","All movers lived in same previous residence","HOUSEHOLD","Character","JALMV",,"1: Yes||2: No||D: Don't know||R: Refused||B: Not applicable",,,,,
"HHMVG",2,"Recent Movers",12,"General",7,"2013 National, 2013 Metro, 2011 National, 2011 Metro, 2009 National, 2009 Metro, 2007 National, 2007 Metro, 2005 National, 2004 Metro, 2003 National, 2002 Metro, 2001 National","PUF","Recent mover group of householder","HOUSEHOLD","Numeric","JHHMVG",,"1 : 3: 1 to 3||B: Not applicable",,,,,
"MVG",3,"Recent Movers",12,"General",7,"2013 National, 2013 Metro, 2011 National, 2011 Metro","PUF","Recent mover group","PERSON, RMOV","Numeric","JMVG, JOVGRP",,"1 : 4: 1 to 4||B: Not applicable",,,,,
"TLRMOV",4,"Recent Movers",12,"General",7,"2013 National, 2013 Metro, 2011 National, 2011 Metro, 2007 Metro, 2004 Metro, 2003 National, 2002 Metro, 2001 National, 1999 National, 1998 Metro, 1997 National","PUF","Number of people moved into unit in last 2 years","HOUSEHOLD","Numeric","NA",,"0 : 30: 0 to 30",,,,,
"ZMVGRP",5,"Recent Movers",12,"General",7,"2013 National, 2013 Metro, 2011 National, 2011 Metro, 2009 National, 2009 Metro, 2007 National, 2007 Metro, 2005 National, 2004 Metro","PUF","Total number of mover groups in household","HOUSEHOLD","Numeric","NA",,"0 : 4: 0 to 4||B: Not applicable",,,,,
"WATERD",6,"Healthy Homes",13,"Water Quality",3,"2013 National, 2013 Metro, 2011 National, 2007 National, 2003 National, 2002 Metro, 2001 National, 1999 National, 1998 Metro","PUF","Source of drinking water","HOUSEHOLD","Character","NA",,"1: Public or private water system||2: Individual well||3: Spring||4: Cistern||5: Stream or lake||6: Commercial bottled water||7: Other||D: Don't know||R: Refused||Blank: Not reported||B: Not applicable",,,,,
"WATERS",7,"Healthy Homes",13,"Water Quality",3,"2013 National, 2013 Metro, 2011 National, 2011 Metro, 2009 National, 2009 Metro, 2007 National, 2007 Metro, 2005 National, 2004 Metro, 2003 National, 2002 Metro, 2001 National, 1999 National, 1998 Metro, 1997 National","PUF","Water safe for drinking and cooking","HOUSEHOLD","Character","JATERS",,"1: Yes||2: No||D: Don't know||R: Refused||Blank: Not reported||B: Not applicable",,,,,
"WELDUS",8,"Healthy Homes",13,"Water Quality",3,"2013 National, 2013 Metro, 2011 National, 2011 Metro, 2009 National, 2009 Metro, 2007 National, 2007 Metro, 2005 National, 2004 Metro, 2003 National, 2002 Metro, 2001 National, 1999 National, 1998 Metro, 1997 National","PUF","Number of units this water source serves","HOUSEHOLD","Character","JELDUS",,"1: Only this home||2: 2 to 5 units||3: 6 to 9 units||4: 10 to 14 units||5: 15 or more units||B: Not applicable",,,,,
"WELL",9,"Healthy Homes",13,"Water Quality",3,"2013 National, 2013 Metro, 2011 National, 2011 Metro, 2009 National, 2007 National, 2007 Metro, 2005 National, 2003 National, 2002 Metro, 2001 National, 1999 National, 1998 Metro, 1997 National","PUF","Well drilled or dug","HOUSEHOLD","Character","NA",,"1: Drilled||2: Dug||D: Don't know||R: Refused||Blank: Not reported||B: Not applicable",,,,,
"DBFORCWHR",1,"Delinquency",17,"Owners",1,"2013 National, 2013 Metro","PUF","Where household would go in event of foreclosure","HOUSEHOLD","Character","NA",,"1: New home||2: Friends||3: Family||4: Different places||5: Shelter||D: Don't know||R: Refused||B: Not applicable",,,,,
"DBINFORC",2,"Delinquency",17,"Owners",1,"2013 National, 2013 Metro","PUF","Home is in foreclosure","HOUSEHOLD","Character","NA",,"1: Yes||2: No||D: Don't know||R: Refused||B: Not applicable",,,,,
"DBLVEFORC",3,"Delinquency",17,"Owners",1,"2013 National","PUF","Likelihood of leaving home due to foreclosure","HOUSEHOLD","Character","NA",,"1: Very likely||2: Somewhat likely||3: Not very likely||D: Don't know||R: Refused||B: Not applicable",,,,,
"DBLVEFORC",3,"Delinquency",17,"Owners",1,"2013 Metro","PUF","Likelihood of leaving home due to foreclosure","HOUSEHOLD","Character","NA",,"1: Very likely||2: Somewhat likely||3: Not very likely||D: Don't know||B: Not applicable",,,,,
"DBMISSMORT",4,"Delinquency",17,"Owners",1,"2013 National","PUF","Inability to pay mortgage","HOUSEHOLD","Character","NA",,"1: Missed 1 payment in last three months||2: Missed 2 payments in last three months||3: Missed 3 payments in last three months||4: No missed payments||D: Don't know||R: Refused||B: Not applicable",,,,,
"DBMISSMORT",4,"Delinquency",17,"Owners",1,"2013 Metro","PUF","Inability to pay mortgage","HOUSEHOLD","Character","NA",,"1: Missed 1 payment in last three months||2: Missed 2 payments in the last three months||3: Missed 3 payments in the last three months||4: No missed payments||D: Don't know||R: Refused||B: Not applicable",,,,,
"DBMORTFORC",5,"Delinquency",17,"Owners",1,"2013 National, 2013 Metro","PUF","Receipt of foreclosure notice","HOUSEHOLD","Character","NA",,"1: Yes||2: No||D: Don't know||R: Refused||B: Not applicable",,,,,
"DBEVICLK",1,"Delinquency",17,"Renters",2,"2013 National, 2013 Metro","PUF","Likelihood of leaving home because of eviction","HOUSEHOLD","Character","NA",,"1: Very likely||2: Somewhat likely||3: Not very likely||D: Don't know||R: Refused||B: Not applicable",,,,,
"DBEVICNOTE",2,"Delinquency",17,"Renters",2,"2013 National, 2013 Metro","PUF","Receipt of eviction notice","HOUSEHOLD","Character","NA",,"1: Yes||2: No||D: Don't know||R: Refused||B: Not applicable",,,,,
"DBEVICTHT",3,"Delinquency",17,"Renters",2,"2013 National, 2013 Metro","PUF","Threat of eviction","HOUSEHOLD","Character","NA",,"1: Yes||2: No||D: Don't know||R: Refused||B: Not applicable",,,,,
"DBEVICWHERE",4,"Delinquency",17,"Renters",2,"2013 National, 2013 Metro","PUF","Where household would go in event of eviction","HOUSEHOLD","Character","NA",,"1: New home||2: Friends||3: Family||4: Different places||5: Shelter||D: Don't know||R: Refused||B: Not applicable",,,,,
"DBMISSRENT",5,"Delinquency",17,"Renters",2,"2013 National","PUF","Inability to pay rent","HOUSEHOLD","Character","NA",,"1: Missed 1 payment in last three months||2: Missed 2 payments in last three months||3: Missed 3 payments in last three months||4: No missed payments||D: Don't know||R: Refused||B: Not applicable",,,,,
"DBMISSRENT",5,"Delinquency",17,"Renters",2,"2013 Metro","PUF","Inability to pay rent","HOUSEHOLD","Character","NA",,"1: Missed 1 payment in last three months||2: Missed 2 payments in the last three months||3: Missed 3 payments in the last three months||4: No missed payments||D: Don't know||R: Refused||B: Not applicable",,,,,
"DBWHYEVIC",6,"Delinquency",17,"Renters",2,"2013 National","PUF","Reason for threatened eviction","HOUSEHOLD","Character","NA",,"1: Failure or inability to pay rent||2: Other violation of lease||3: Landlord wants to use the unit for another tenant or purpose, including moving in himself||4: Building condemned or due to be demolished||5: Landlord foreclosed on||6: Other||R: Refused||B: Not applicable",,,,,
"DBWHYEVIC",6,"Delinquency",17,"Renters",2,"2013 Metro","PUF","Reason for threatened eviction","HOUSEHOLD","Character","NA",,"1: Failure or inability to pay rent||2: Other violation of lease||3: Landlord wants to use the unit for another tenant or purpose, including moving in himself||4: Building condemned or due to be demolished||5: Landlord foreclosed on||6: Other||D: Don't know||R: Refused||B: Not applicable",,,,,
"DBUTBILL",1,"Delinquency",17,"Utilities",3,"2013 National, 2013 Metro","PUF","Received utility shut-off notice","HOUSEHOLD","Character","NA",,"1: Received notice of utility shut-off||2: Received notice of utility shut-off and utilities were turned off||3: No notice||D: Don't know||R: Refused||B: Not applicable",,,,,
"DBIN1REAS",1,"Doubling Up",18,"In-movers",1,"2013 National","PUF","Reason first in-mover group left previous home","HOUSEHOLD","Character","NA",,"01: Financial reasons (e.g., could not afford it anymore)||02: Crowding, conflict, or violence in the household||03: A major change in family (marriage, new relationship, divorce, death, separation)||04: Health reasons||05: To be closer to work or job||06: School or military||07: Wanted a better home or neighborhood||08: To be with or closer to family or friends||09: To establish own household||10: Other||D: Don't know||R: Refused||B: Not applicable",,,,,
"DBIN1REAS",1,"Doubling Up",18,"In-movers",1,"2013 Metro","PUF","Reason first in-mover group left previous home","HOUSEHOLD","Character","NA",,"01: Financial reasons (e.g., could not afford it anymore)||02: Crowding, conflict, or violence in the household||03: A major change in family (marriage, new relationship, divorce, separation)||04: Health reasons||05: To be closer to work or job||06: School or military||07: Wanted a better home or neighborhood||08: To be with or closer to family or friends||09: To establish own household||10: Other||D: Don't know||R: Refused||B: Not applicable",,,,,
"DBIN1VOL",2,"Doubling Up",18,"In-movers",1,"2013 National, 2013 Metro","PUF","First in-mover group left last home voluntarily or not","HOUSEHOLD","Character","NA",,"1: Asked to leave||2: Left voluntarily||3: Left for some other reason||D: Don't know||R: Refused||B: Not applicable",,,,,
"DBIN1WHER",3,"Doubling Up",18,"In-movers",1,"2013 National, 2013 Metro","PUF","Where first in-mover group moved from","HOUSEHOLD","Character","NA",,"1: His / her / their own place||2: The home of relatives or friends||3: Student or military dormitories, barracks, or similar location||4: Foster care||5: A treatment program such as a hospital or nursing home||6: Jail or prison||7: A shelter or other homeless program facility||8: A place not meant for people to live (e.g., park, sidewalk, abandoned building, car)||9: Other (specify)||D: Don't know||R: Refused||B: Not applicable",,,,,
"DBIN1WHY",4,"Doubling Up",18,"In-movers",1,"2013 National, 2013 Metro","PUF","Reason first in-mover group moved into home","HOUSEHOLD","Character","NA",,"1: Yes||2: No||D: Don't know||R: Refused||B: Not applicable",,,,,
"DBINREAS",5,"Doubling Up",18,"In-movers",1,"2013 National","PUF","Most important reason person left previous home","RMOV","Character","JDBINREAS",,"01: Financial reasons (e.g., could not afford it anymore)||02: Crowding, conflict, or violence in the household||03: A major change in family (marriage, new relationship, divorce, death, separation)||04: Health reasons||05: To be closer to work or job||06: School or military||07: Wanted a better home or neighborhood||08: To be with or closer to family or friends||09: To establish own household||10: Other||D: Don't know||R: Refused",,,,,
"DBINREAS",5,"Doubling Up",18,"In-movers",1,"2013 Metro","PUF","Most important reason person left previous home","RMOV","Character","JDBINREAS",,"01: Financial reasons (e.g., could not afford it anymore)||02: Crowding, conflict, or violence in the household||03: A major change in family (marriage, new relationship, divorce, separation)||04: Health reasons||05: To be closer to work or job||06: School or military||07: Wanted a better home or neighborhood||08: To be with or closer to family or friends||09: To establish own household||10: Other||D: Don't know||R: Refused",,,,,
"DBINVOL",6,"Doubling Up",18,"In-movers",1,"2013 National, 2013 Metro","PUF","Person left previous home voluntarily or by force","RMOV","Character","JDBINVOL",,"1: Asked to leave||2: Left voluntarily||3: Left for some other reason||D: Don't know||R: Refused",,,,,
"DBINWHER",7,"Doubling Up",18,"In-movers",1,"2013 National","PUF","Where person stayed before living here","RMOV","Character","JDBINWHER",,"1: His / her / their own place||2: The home of relatives or friends||3: Student or military dormitories, barracks, or similar location||4: Foster care||5: A treatment program such as a hospital or nursing home||6: Jail or prison||7: A shelter or other homeless program facility||8: A place not meant for people to live (e.g., park, sidewalk, abandoned building, car)||9: Other (specify)||D: Don't know||R: Refused",,,,,
