Table,NAME,FMTName,Type,Value,Label,Flat,Metro
HOUSEHOLD,DBMISSRENT,DBMISSRENT,C,N,Not applicable,NO,YES
HOUSEHOLD,DBUTBILL,DBUTBILL,C,1,"Received notice, utilities shut off",NO,YES
HOUSEHOLD,DBUTBILL,DBUTBILL,C,2,"Received notice, utilities not shut off",NO,YES
HOUSEHOLD,DBUTBILL,DBUTBILL,C,3,"Received notice, shut-off not reported",NO,YES
HOUSEHOLD,DBUTBILL,DBUTBILL,C,4,No notice,NO,YES
HOUSEHOLD,DBUTBILL,DBUTBILL,C,M,Not reported,NO,YES
HOUSEHOLD,DBUTBILL,DBUTBILL,C,N,Not applicable,NO,YES
HOUSEHOLD,DINING,DINING,N,5,5 or more,NO,YES
HOUSEHOLD,DISHH,DISHH,C,1,At least 1 disabled person in unit,NO,YES
HOUSEHOLD,DISHH,DISHH,C,2,No disabled persons in unit,NO,YES
HOUSEHOLD,DISHH,DISHH,C,M,Not reported,NO,YES
HOUSEHOLD,DISHH,DISHH,C,N,Not applicable,NO,YES
HOUSEHOLD,DISHWASH,DISHWASH,C,1,Yes,NO,YES
HOUSEHOLD,DISHWASH,DISHWASH,C,2,No,NO,YES
HOUSEHOLD,DIVISION,DIVISION,C,1,New England,NO,YES
HOUSEHOLD,DIVISION,DIVISION,C,2,Middle Atlantic,NO,YES
HOUSEHOLD,DIVISION,DIVISION,C,3,East North Central,NO,YES
HOUSEHOLD,DIVISION,DIVISION,C,4,West North Central,NO,YES
HOUSEHOLD,DIVISION,DIVISION,C,5,South Atlantic,NO,YES
HOUSEHOLD,DIVISION,DIVISION,C,6,East South Central,NO,YES
HOUSEHOLD,DIVISION,DIVISION,C,7,West South Central,NO,YES
HOUSEHOLD,DIVISION,DIVISION,C,8,Mountain,NO,YES
HOUSEHOLD,DIVISION,DIVISION,C,9,Pacific,NO,YES
HOUSEHOLD,DRYER,DRYER,C,1,Working electric power clothes dryer,NO,YES
HOUSEHOLD,DRYER,DRYER,C,2,Working piped gas powered clothes dryer,NO,YES
HOUSEHOLD,DRYER,DRYER,C,3,Working liquefied petroleum gas clothes dryer,NO,YES
HOUSEHOLD,DRYER,DRYER,C,4,Working other fuel source powered clothes dryer,NO,YES
HOUSEHOLD,DRYER,DRYER,C,5,Unit does not have a working clothes dryer,NO,YES
HOUSEHOLD,DWNPAYPCT,DWNPAYPCT,C,0,No down payment,NO,YES
HOUSEHOLD,DWNPAYPCT,DWNPAYPCT,C,1,Greater than zero to 2 percent,NO,YES
HOUSEHOLD,DWNPAYPCT,DWNPAYPCT,C,2,3 to 5 percent,NO,YES
HOUSEHOLD,DWNPAYPCT,DWNPAYPCT,C,3,6 to 10 percent,NO,YES
HOUSEHOLD,DWNPAYPCT,DWNPAYPCT,C,4,11 to 15 percent,NO,YES
HOUSEHOLD,DWNPAYPCT,DWNPAYPCT,C,5,16 to 20 percent,NO,YES
HOUSEHOLD,DWNPAYPCT,DWNPAYPCT,C,6,21 to 40 percent,NO,YES
HOUSEHOLD,DWNPAYPCT,DWNPAYPCT,C,7,41 to 99 percent,NO,YES
HOUSEHOLD,DWNPAYPCT,DWNPAYPCT,C,8,100 percent,NO,YES
HOUSEHOLD,DWNPAYPCT,DWNPAYPCT,C,M,Not reported,NO,YES
HOUSEHOLD,DWNPAYPCT,DWNPAYPCT,C,N,Not applicable,NO,YES
HOUSEHOLD,ELECAMT,ELECAMT,N,0,Unit does not use electricity,NO,YES
HOUSEHOLD,ELECAMT,ELECAMT,N,1,Vacant home: billed separately,NO,YES
HOUSEHOLD,ELECAMT,ELECAMT,N,2,"Occupied or vacant home: included in the rent, site rent, condominium fee, other fee, or other utility bill",NO,YES
HOUSEHOLD,ELECAMT,ELECAMT,N,3,Occupied home: provided free of charge,NO,YES
HOUSEHOLD,ELECAMT,ELECAMT,N,833,$833 or more,NO,YES
HOUSEHOLD,ELECAMT,ELECAMT,N,.N,Not applicable,NO,YES
HOUSEHOLD,ENTRYSYS,ENTRYSYS,C,1,Yes,NO,YES
HOUSEHOLD,ENTRYSYS,ENTRYSYS,C,2,No,NO,YES
HOUSEHOLD,ENTRYSYS,ENTRYSYS,C,M,Not reported,NO,YES
HOUSEHOLD,ENTRYSYS,ENTRYSYS,C,N,Not applicable,NO,YES
HOUSEHOLD,FINCP,FINCP,N,99999999,"$99,999,999 or more",NO,YES
HOUSEHOLD,FINCP,FINCP,N,.N,Not applicable,NO,YES
HOUSEHOLD,FINROOMS,FINROOMS,N,25,25 or more,NO,YES
HOUSEHOLD,FIREPLACE,FIREPLACE,C,1,"Has usable fireplace, considers it heating equipment",NO,YES
HOUSEHOLD,FIREPLACE,FIREPLACE,C,2,"Has usable fireplace, not considered heating equipment",NO,YES
HOUSEHOLD,FIREPLACE,FIREPLACE,C,3,"Usable fireplace, don't know if it is considered heating equipment",NO,YES
HOUSEHOLD,FIREPLACE,FIREPLACE,C,4,No usable fireplace,NO,YES
HOUSEHOLD,FIRSTHOME,FIRSTHOME,C,1,Yes,NO,YES
HOUSEHOLD,FIRSTHOME,FIRSTHOME,C,2,No,NO,YES
HOUSEHOLD,FIRSTHOME,FIRSTHOME,C,M,Not reported,NO,YES
HOUSEHOLD,FIRSTHOME,FIRSTHOME,C,N,Not applicable,NO,YES
HOUSEHOLD,FLOORHOLE,FLOORHOLE,C,1,Yes,NO,YES
HOUSEHOLD,FLOORHOLE,FLOORHOLE,C,2,No,NO,YES
HOUSEHOLD,FNDCRUMB,FNDCRUMB,C,1,Yes,NO,YES
HOUSEHOLD,FNDCRUMB,FNDCRUMB,C,2,No,NO,YES
HOUSEHOLD,FNDCRUMB,FNDCRUMB,C,M,Not reported,NO,YES
HOUSEHOLD,FNDCRUMB,FNDCRUMB,C,N,Not applicable,NO,YES
HOUSEHOLD,FOUNDTYPE,FOUNDTYPE,C,1,Basement under all of the house,NO,YES
HOUSEHOLD,FOUNDTYPE,FOUNDTYPE,C,2,Basement under part of the house,NO,YES
HOUSEHOLD,FOUNDTYPE,FOUNDTYPE,C,3,Crawl space,NO,YES
HOUSEHOLD,FOUNDTYPE,FOUNDTYPE,C,4,Concrete slab,NO,YES
HOUSEHOLD,FOUNDTYPE,FOUNDTYPE,C,5,Mobile home set up on a masonry foundation,NO,YES
HOUSEHOLD,FOUNDTYPE,FOUNDTYPE,C,6,Mobile home resting on a concrete pad,NO,YES
HOUSEHOLD,FOUNDTYPE,FOUNDTYPE,C,7,"Mobile home up on blocks, but not on a concrete pad",NO,YES
HOUSEHOLD,FOUNDTYPE,FOUNDTYPE,C,8,Foundation set up in some other way,NO,YES
HOUSEHOLD,FOUNDTYPE,FOUNDTYPE,C,9,Mobile home foundation not reported,NO,YES
HOUSEHOLD,FOUNDTYPE,FOUNDTYPE,C,N,Not applicable,NO,YES
HOUSEHOLD,FRIDGE,FRIDGE,C,1,Yes,NO,YES
HOUSEHOLD,FRIDGE,FRIDGE,C,2,No,NO,YES
HOUSEHOLD,FS,FS,C,1,Yes,NO,YES
HOUSEHOLD,FS,FS,C,2,No,NO,YES
HOUSEHOLD,FS,FS,C,M,Not reported,NO,YES
HOUSEHOLD,FS,FS,C,N,Not applicable,NO,YES
HOUSEHOLD,FUSEBLOW,FUSEBLOW,C,1,1 fuse / breaker blown in the last 3 months,NO,YES
HOUSEHOLD,FUSEBLOW,FUSEBLOW,C,2,2 fuses / breakers blown in the last 3 months,NO,YES
HOUSEHOLD,FUSEBLOW,FUSEBLOW,C,3,3 fuses / breakers blown in the last 3 months,NO,YES
HOUSEHOLD,FUSEBLOW,FUSEBLOW,C,4,4 or more fuses / breakers blown in the last 3 months,NO,YES
HOUSEHOLD,FUSEBLOW,FUSEBLOW,C,5,No fuses / breakers blown in the last 3 months,NO,YES
HOUSEHOLD,FUSEBLOW,FUSEBLOW,C,N,Not applicable,NO,YES
HOUSEHOLD,GARAGE,GARAGE,C,1,Yes,NO,YES
HOUSEHOLD,GARAGE,GARAGE,C,2,No,NO,YES
HOUSEHOLD,GARAGE,GARAGE,C,M,Not reported,NO,YES
HOUSEHOLD,GARAGE,GARAGE,C,N,Not applicable,NO,YES
HOUSEHOLD,GASAMT,GASAMT,N,0,Unit does not use gas,NO,YES
HOUSEHOLD,GASAMT,GASAMT,N,1,Vacant home: billed separately,NO,YES
HOUSEHOLD,GASAMT,GASAMT,N,2,"Occupied or vacant home: included in the rent, site rent, condominium fee, other fee, or other utility bill",NO,YES
HOUSEHOLD,GASAMT,GASAMT,N,3,Occupied home: provided free of charge,NO,YES
HOUSEHOLD,GASAMT,GASAMT,N,833,$833 or more,NO,YES
HOUSEHOLD,GASAMT,GASAMT,N,.N,Not applicable,NO,YES
HOUSEHOLD,GRANDHH,GRANDHH,C,1,Yes,NO,YES
HOUSEHOLD,GRANDHH,GRANDHH,C,2,No,NO,YES
HOUSEHOLD,GRANDHH,GRANDHH,C,N,Not applicable,NO,YES
HOUSEHOLD,GUTREHB,GUTREHB,C,1,Yes,NO,YES
HOUSEHOLD,GUTREHB,GUTREHB,C,2,No,NO,YES
HOUSEHOLD,GUTREHB,GUTREHB,C,M,Not reported,NO,YES
HOUSEHOLD,GUTREHB,GUTREHB,C,N,Not applicable,NO,YES
HOUSEHOLD,HEATFUEL,HEATFUEL,C,01,Electricity,NO,YES
HOUSEHOLD,HEATFUEL,HEATFUEL,C,02,Piped gas,NO,YES
HOUSEHOLD,HEATFUEL,HEATFUEL,C,03,Liquefied petroleum gas,NO,YES
HOUSEHOLD,HEATFUEL,HEATFUEL,C,04,Fuel oil,NO,YES
HOUSEHOLD,HEATFUEL,HEATFUEL,C,05,Kerosene or other liquid fuel,NO,YES
HOUSEHOLD,HEATFUEL,HEATFUEL,C,06,Coal or coke,NO,YES
HOUSEHOLD,HEATFUEL,HEATFUEL,C,07,Wood,NO,YES
HOUSEHOLD,HEATFUEL,HEATFUEL,C,08,Solar energy,NO,YES
HOUSEHOLD,HEATFUEL,HEATFUEL,C,09,Other,NO,YES
HOUSEHOLD,HEATFUEL,HEATFUEL,C,10,None,NO,YES
HOUSEHOLD,HEATTYPE,HEATTYPE,C,01,Forced warm-air furnace,NO,YES
HOUSEHOLD,HEATTYPE,HEATTYPE,C,02,Steam or hot water system,NO,YES
HOUSEHOLD,HEATTYPE,HEATTYPE,C,03,Electric heat pump,NO,YES
HOUSEHOLD,HEATTYPE,HEATTYPE,C,04,"Built-in electric baseboard, electric coils",NO,YES
HOUSEHOLD,HEATTYPE,HEATTYPE,C,05,"Floor, wall, other pipeless furnace",NO,YES
HOUSEHOLD,HEATTYPE,HEATTYPE,C,06,Vented room heaters,NO,YES
HOUSEHOLD,HEATTYPE,HEATTYPE,C,07,Unvented room heater(s),NO,YES
HOUSEHOLD,HEATTYPE,HEATTYPE,C,08,Potable electric heater(s),NO,YES
HOUSEHOLD,HEATTYPE,HEATTYPE,C,09,"Wood burning, pot belly, Franklin stove",NO,YES
HOUSEHOLD,HEATTYPE,HEATTYPE,C,10,Fireplace with inserts,NO,YES
HOUSEHOLD,HEATTYPE,HEATTYPE,C,11,Fireplace without inserts,NO,YES
HOUSEHOLD,HEATTYPE,HEATTYPE,C,12,Other,NO,YES
HOUSEHOLD,HEATTYPE,HEATTYPE,C,13,None,NO,YES
HOUSEHOLD,HEATTYPE,HEATTYPE,C,14,Cooking stove used for heating,NO,YES
HOUSEHOLD,HHADLTKIDS,HHADLTKIDS,N,.N,Not applicable,NO,YES
HOUSEHOLD,HHAGE,HHAGE,N,.N,Not applicable,NO,YES
HOUSEHOLD,HHCARE,HHCARE,C,1,Yes,NO,YES
HOUSEHOLD,HHCARE,HHCARE,C,2,No,NO,YES
HOUSEHOLD,HHCARE,HHCARE,C,M,Not reported,NO,YES
HOUSEHOLD,HHCARE,HHCARE,C,N,Not applicable,NO,YES
HOUSEHOLD,HHCITSHP,HHCITSHP,C,1,"Native, born in U.S.",NO,YES
HOUSEHOLD,HHCITSHP,HHCITSHP,C,2,"Native, born in Puerto Rico or U.S. outlying area",NO,YES
HOUSEHOLD,HHCITSHP,HHCITSHP,C,3,Native born abroad of U.S. parent(s),NO,YES
HOUSEHOLD,HHCITSHP,HHCITSHP,C,4,"Foreign born, U.S. citizen by naturalization",NO,YES
HOUSEHOLD,HHCITSHP,HHCITSHP,C,5,"Foreign born, not a U.S. citizen",NO,YES
HOUSEHOLD,HHCITSHP,HHCITSHP,C,M,Not reported,NO,YES
HOUSEHOLD,HHCITSHP,HHCITSHP,C,N,Not applicable,NO,YES
HOUSEHOLD,HHDTHSP,HHDTHSP,C,1,Mexican,NO,YES
HOUSEHOLD,HHDTHSP,HHDTHSP,C,2,Puerto Rican,NO,YES
HOUSEHOLD,HHDTHSP,HHDTHSP,C,3,Cuban,NO,YES
HOUSEHOLD,HHDTHSP,HHDTHSP,C,4,Dominican,NO,YES
HOUSEHOLD,HHDTHSP,HHDTHSP,C,5,Salvadoran,NO,YES
HOUSEHOLD,HHDTHSP,HHDTHSP,C,6,Central American (excl. Salvadoran),NO,YES
HOUSEHOLD,HHDTHSP,HHDTHSP,C,7,South American,NO,YES
HOUSEHOLD,HHDTHSP,HHDTHSP,C,8,Other Hispanic,NO,YES
HOUSEHOLD,HHDTHSP,HHDTHSP,C,N,Not applicable,NO,YES
HOUSEHOLD,HHENROLL,HHENROLL,C,1,Yes,NO,YES
HOUSEHOLD,HHENROLL,HHENROLL,C,2,No,NO,YES
HOUSEHOLD,HHENROLL,HHENROLL,C,M,Not reported,NO,YES
HOUSEHOLD,HHENROLL,HHENROLL,C,N,Not applicable,NO,YES
HOUSEHOLD,HHERRND,HHERRND,C,1,Yes,NO,YES
HOUSEHOLD,HHERRND,HHERRND,C,2,No,NO,YES
HOUSEHOLD,HHERRND,HHERRND,C,M,Not reported,NO,YES
HOUSEHOLD,HHERRND,HHERRND,C,N,Not applicable,NO,YES
HOUSEHOLD,HHGRAD,HHGRAD,C,31,Less than 1st grade,NO,YES
HOUSEHOLD,HHGRAD,HHGRAD,C,32,"1st, 2nd, 3rd, or 4th grade",NO,YES
HOUSEHOLD,HHGRAD,HHGRAD,C,33,5th or 6th grade,NO,YES
HOUSEHOLD,HHGRAD,HHGRAD,C,34,7th or 8th grade,NO,YES
HOUSEHOLD,HHGRAD,HHGRAD,C,35,9th grade,NO,YES
HOUSEHOLD,HHGRAD,HHGRAD,C,36,10th grade,NO,YES
HOUSEHOLD,HHGRAD,HHGRAD,C,37,11th grade,NO,YES
HOUSEHOLD,HHGRAD,HHGRAD,C,38,12th grade,NO,YES
HOUSEHOLD,HHGRAD,HHGRAD,C,39,High school graduate - high school diploma or equivalent (for example: GED),NO,YES
HOUSEHOLD,HHGRAD,HHGRAD,C,40,Some college but no degree,NO,YES
HOUSEHOLD,HHGRAD,HHGRAD,C,41,"Diploma or certificate from a vocational, technical, trade business school beyond high school",NO,YES
HOUSEHOLD,HHGRAD,HHGRAD,C,42,Associate degree in college - occupational / vocational program,NO,YES
HOUSEHOLD,HHGRAD,HHGRAD,C,43,Associate degree in college - academic program,NO,YES
HOUSEHOLD,HHGRAD,HHGRAD,C,44,"Bachelor's degree (for example: BA, AB, BS)",NO,YES
HOUSEHOLD,HHGRAD,HHGRAD,C,45,"Master's degree (for example: MA, MS, MEng, MEd, MSW, MBA)",NO,YES
HOUSEHOLD,HHGRAD,HHGRAD,C,46,"Professional school degree (for example: MD, DDS, DVM, LLB, JD)",NO,YES
HOUSEHOLD,HHGRAD,HHGRAD,C,47,"Doctorate degree (for example: PhD, EdD)",NO,YES
HOUSEHOLD,HHGRAD,HHGRAD,C,M,Not reported,NO,YES
HOUSEHOLD,HHGRAD,HHGRAD,C,N,Not applicable,NO,YES
HOUSEHOLD,HHHEAR,HHHEAR,C,1,Yes,NO,YES
HOUSEHOLD,HHHEAR,HHHEAR,C,2,No,NO,YES
HOUSEHOLD,HHHEAR,HHHEAR,C,M,Not reported,NO,YES
HOUSEHOLD,HHHEAR,HHHEAR,C,N,Not applicable,NO,YES
HOUSEHOLD,HHINUSYR,HHINUSYR,N,.N,Not applicable,NO,YES
HOUSEHOLD,HHMAR,HHMAR,C,1,"Married, spouse present",NO,YES
HOUSEHOLD,HHMAR,HHMAR,C,2,"Married, spouse absent",NO,YES
HOUSEHOLD,HHMAR,HHMAR,C,3,Widowed,NO,YES
HOUSEHOLD,HHMAR,HHMAR,C,4,Divorced,NO,YES
HOUSEHOLD,HHMAR,HHMAR,C,5,Separated,NO,YES
HOUSEHOLD,HHMAR,HHMAR,C,6,Never married,NO,YES
HOUSEHOLD,HHMAR,HHMAR,C,M,Not reported,NO,YES
HOUSEHOLD,HHMAR,HHMAR,C,N,Not applicable,NO,YES
HOUSEHOLD,HHMEMRY,HHMEMRY,C,1,Yes,NO,YES
HOUSEHOLD,HHMEMRY,HHMEMRY,C,2,No,NO,YES
HOUSEHOLD,HHMEMRY,HHMEMRY,C,M,Not reported,NO,YES
HOUSEHOLD,HHMEMRY,HHMEMRY,C,N,Not applicable,NO,YES
HOUSEHOLD,HHMOVE,HHMOVE,N,.N,Not applicable,NO,YES
HOUSEHOLD,HHNATVTY,HHNATVTY,C,057,United States,NO,YES
HOUSEHOLD,HHNATVTY,HHNATVTY,C,060,American Samoa,NO,YES
HOUSEHOLD,HHNATVTY,HHNATVTY,C,066,Guam,NO,YES
HOUSEHOLD,HHNATVTY,HHNATVTY,C,069,Northern Marianas,NO,YES
HOUSEHOLD,HHNATVTY,HHNATVTY,C,073,Puerto Rico,NO,YES
HOUSEHOLD,HHNATVTY,HHNATVTY,C,078,U.S. Virgin Islands,NO,YES
HOUSEHOLD,HHNATVTY,HHNATVTY,C,100,Albania,NO,YES
HOUSEHOLD,HHNATVTY,HHNATVTY,C,102,Austria,NO,YES
HOUSEHOLD,HHNATVTY,HHNATVTY,C,103,Belgium,NO,YES
HOUSEHOLD,HHNATVTY,HHNATVTY,C,104,Bulgaria,NO,YES
HOUSEHOLD,HHNATVTY,HHNATVTY,C,105,Czechoslovakia,NO,YES
HOUSEHOLD,HHNATVTY,HHNATVTY,C,106,Denmark,NO,YES
HOUSEHOLD,HHNATVTY,HHNATVTY,C,108,Finland,NO,YES
HOUSEHOLD,HHNATVTY,HHNATVTY,C,109,France,NO,YES
HOUSEHOLD,HHNATVTY,HHNATVTY,C,110,Germany,NO,YES
HOUSEHOLD,HHNATVTY,HHNATVTY,C,116,Greece,NO,YES
HOUSEHOLD,HHNATVTY,HHNATVTY,C,117,Hungary,NO,YES
HOUSEHOLD,HHNATVTY,HHNATVTY,C,119,Ireland,NO,YES
HOUSEHOLD,HHNATVTY,HHNATVTY,C,120,Italy,NO,YES
HOUSEHOLD,HHNATVTY,HHNATVTY,C,126,Netherlands,NO,YES
HOUSEHOLD,HHNATVTY,HHNATVTY,C,127,Norway,NO,YES
HOUSEHOLD,HHNATVTY,HHNATVTY,C,128,Poland,NO,YES
HOUSEHOLD,HHNATVTY,HHNATVTY,C,129,Portugal,NO,YES
HOUSEHOLD,HHNATVTY,HHNATVTY,C,130,Azores,NO,YES
HOUSEHOLD,HHNATVTY,HHNATVTY,C,132,Romania,NO,YES
HOUSEHOLD,HHNATVTY,HHNATVTY,C,134,Spain,NO,YES
HOUSEHOLD,HHNATVTY,HHNATVTY,C,136,Sweden,NO,YES
HOUSEHOLD,HHNATVTY,HHNATVTY,C,137,Switzerland,NO,YES
HOUSEHOLD,HHNATVTY,HHNATVTY,C,138,United Kingdom,NO,YES
HOUSEHOLD,HHNATVTY,HHNATVTY,C,139,England,NO,YES
HOUSEHOLD,HHNATVTY,HHNATVTY,C,140,Scotland,NO,YES
HOUSEHOLD,HHNATVTY,HHNATVTY,C,142,Northern Ireland,NO,YES
HOUSEHOLD,HHNATVTY,HHNATVTY,C,147,Yugoslavia,NO,YES
HOUSEHOLD,HHNATVTY,HHNATVTY,C,148,Czech Republic,NO,YES
HOUSEHOLD,HHNATVTY,HHNATVTY,C,149,Slovakia,NO,YES
HOUSEHOLD,HHNATVTY,HHNATVTY,C,150,Bosnia and Herzegovina,NO,YES
HOUSEHOLD,HHNATVTY,HHNATVTY,C,151,Croatia,NO,YES
HOUSEHOLD,HHNATVTY,HHNATVTY,C,152,Macedonia,NO,YES
HOUSEHOLD,HHNATVTY,HHNATVTY,C,154,Serbia,NO,YES
HOUSEHOLD,HHNATVTY,HHNATVTY,C,155,Estonia,NO,YES
HOUSEHOLD,HHNATVTY,HHNATVTY,C,156,Latvia,NO,YES
HOUSEHOLD,HHNATVTY,HHNATVTY,C,157,Lithuania,NO,YES
HOUSEHOLD,HHNATVTY,HHNATVTY,C,158,Armenia,NO,YES
HOUSEHOLD,HHNATVTY,HHNATVTY,C,159,Azerbaijan,NO,YES
HOUSEHOLD,HHNATVTY,HHNATVTY,C,160,Belarus,NO,YES
HOUSEHOLD,HHNATVTY,HHNATVTY,C,161,Georgia,NO,YES
HOUSEHOLD,HHNATVTY,HHNATVTY,C,162,Moldova,NO,YES
HOUSEHOLD,HHNATVTY,HHNATVTY,C,163,Russia,NO,YES
HOUSEHOLD,HHNATVTY,HHNATVTY,C,164,Ukraine,NO,YES
HOUSEHOLD,HHNATVTY,HHNATVTY,C,165,USSR,NO,YES
HOUSEHOLD,HHNATVTY,HHNATVTY,C,166,"Europe, not specified",NO,YES
HOUSEHOLD,HHNATVTY,HHNATVTY,C,168,Montenegro,NO,YES
HOUSEHOLD,HHNATVTY,HHNATVTY,C,200,Afghanistan,NO,YES
HOUSEHOLD,HHNATVTY,HHNATVTY,C,202,Bangladesh,NO,YES
HOUSEHOLD,HHNATVTY,HHNATVTY,C,203,Bhutan,NO,YES
HOUSEHOLD,HHNATVTY,HHNATVTY,C,205,Myanmar (Burma),NO,YES
HOUSEHOLD,HHNATVTY,HHNATVTY,C,206,Cambodia,NO,YES
HOUSEHOLD,HHNATVTY,HHNATVTY,C,207,China,NO,YES
HOUSEHOLD,HHNATVTY,HHNATVTY,C,209,Hong Kong,NO,YES
HOUSEHOLD,HHNATVTY,HHNATVTY,C,210,India,NO,YES
HOUSEHOLD,HHNATVTY,HHNATVTY,C,211,Indonesia,NO,YES
HOUSEHOLD,HHNATVTY,HHNATVTY,C,212,Iran,NO,YES
HOUSEHOLD,HHNATVTY,HHNATVTY,C,213,Iraq,NO,YES
HOUSEHOLD,HHNATVTY,HHNATVTY,C,214,Israel,NO,YES
HOUSEHOLD,HHNATVTY,HHNATVTY,C,215,Japan,NO,YES
HOUSEHOLD,HHNATVTY,HHNATVTY,C,216,Jordan,NO,YES
HOUSEHOLD,HHNATVTY,HHNATVTY,C,217,Korea,NO,YES
HOUSEHOLD,HHNATVTY,HHNATVTY,C,218,Kazakhstan,NO,YES
HOUSEHOLD,HHNATVTY,HHNATVTY,C,220,South Korea,NO,YES
HOUSEHOLD,HHNATVTY,HHNATVTY,C,222,Kuwait,NO,YES
HOUSEHOLD,HHNATVTY,HHNATVTY,C,223,Laos,NO,YES
HOUSEHOLD,HHNATVTY,HHNATVTY,C,224,Lebanon,NO,YES
HOUSEHOLD,HHNATVTY,HHNATVTY,C,226,Malaysia,NO,YES
HOUSEHOLD,HHNATVTY,HHNATVTY,C,228,Mongolia,NO,YES
HOUSEHOLD,HHNATVTY,HHNATVTY,C,229,Nepal,NO,YES
HOUSEHOLD,HHNATVTY,HHNATVTY,C,231,Pakistan,NO,YES
HOUSEHOLD,HHNATVTY,HHNATVTY,C,233,Philippines,NO,YES
HOUSEHOLD,HHNATVTY,HHNATVTY,C,235,Saudi Arabia,NO,YES
HOUSEHOLD,HHNATVTY,HHNATVTY,C,236,Singapore,NO,YES
HOUSEHOLD,HHNATVTY,HHNATVTY,C,238,Sri Lanka,NO,YES
HOUSEHOLD,HHNATVTY,HHNATVTY,C,239,Syria,NO,YES
HOUSEHOLD,HHNATVTY,HHNATVTY,C,240,Taiwan,NO,YES
HOUSEHOLD,HHNATVTY,HHNATVTY,C,242,Thailand,NO,YES
HOUSEHOLD,HHNATVTY,HHNATVTY,C,243,Turkey,NO,YES
HOUSEHOLD,HHNATVTY,HHNATVTY,C,245,United Arab Emirates,NO,YES
HOUSEHOLD,HHNATVTY,HHNATVTY,C,246,Uzbekistan,NO,YES
HOUSEHOLD,HHNATVTY,HHNATVTY,C,247,Vietnam,NO,YES
HOUSEHOLD,HHNATVTY,HHNATVTY,C,248,Yemen,NO,YES
HOUSEHOLD,HHNATVTY,HHNATVTY,C,249,"Asia, not specified",NO,YES
HOUSEHOLD,HHNATVTY,HHNATVTY,C,300,Bermuda,NO,YES
HOUSEHOLD,HHNATVTY,HHNATVTY,C,301,Canada,NO,YES
HOUSEHOLD,HHNATVTY,HHNATVTY,C,303,Mexico,NO,YES
HOUSEHOLD,HHNATVTY,HHNATVTY,C,310,Belize,NO,YES
HOUSEHOLD,HHNATVTY,HHNATVTY,C,311,Costa Rica,NO,YES
HOUSEHOLD,HHNATVTY,HHNATVTY,C,312,El Salvador,NO,YES
HOUSEHOLD,HHNATVTY,HHNATVTY,C,313,Guatemala,NO,YES
HOUSEHOLD,HHNATVTY,HHNATVTY,C,314,Honduras,NO,YES
HOUSEHOLD,HHNATVTY,HHNATVTY,C,315,Nicaragua,NO,YES
HOUSEHOLD,HHNATVTY,HHNATVTY,C,316,Panama,NO,YES
HOUSEHOLD,HHNATVTY,HHNATVTY,C,321,Antigua and Barbuda,NO,YES
HOUSEHOLD,HHNATVTY,HHNATVTY,C,323,Bahamas,NO,YES
HOUSEHOLD,HHNATVTY,HHNATVTY,C,324,Barbados,NO,YES
HOUSEHOLD,HHNATVTY,HHNATVTY,C,327,Cuba,NO,YES
HOUSEHOLD,HHNATVTY,HHNATVTY,C,328,Dominica,NO,YES
HOUSEHOLD,HHNATVTY,HHNATVTY,C,329,Dominican Republic,NO,YES
HOUSEHOLD,HHNATVTY,HHNATVTY,C,330,Grenada,NO,YES
HOUSEHOLD,HHNATVTY,HHNATVTY,C,332,Haiti,NO,YES
HOUSEHOLD,HHNATVTY,HHNATVTY,C,333,Jamaica,NO,YES
HOUSEHOLD,HHNATVTY,HHNATVTY,C,338,St. Kitts-Nevis,NO,YES
HOUSEHOLD,HHNATVTY,HHNATVTY,C,339,St. Lucia,NO,YES
HOUSEHOLD,HHNATVTY,HHNATVTY,C,340,St. Vincent and the Grenadines,NO,YES
HOUSEHOLD,HHNATVTY,HHNATVTY,C,341,Trinidad and Tobago,NO,YES
HOUSEHOLD,HHNATVTY,HHNATVTY,C,343,"West Indies, not specified",NO,YES
HOUSEHOLD,HHNATVTY,HHNATVTY,C,360,Argentina,NO,YES
HOUSEHOLD,HHNATVTY,HHNATVTY,C,361,Bolivia,NO,YES
HOUSEHOLD,HHNATVTY,HHNATVTY,C,362,Brazil,NO,YES
HOUSEHOLD,HHNATVTY,HHNATVTY,C,363,Chile,NO,YES
HOUSEHOLD,HHNATVTY,HHNATVTY,C,364,Columbia,NO,YES
HOUSEHOLD,HHNATVTY,HHNATVTY,C,365,Ecuador,NO,YES
HOUSEHOLD,HHNATVTY,HHNATVTY,C,368,Guyana,NO,YES
HOUSEHOLD,HHNATVTY,HHNATVTY,C,369,Paraguay,NO,YES
HOUSEHOLD,HHNATVTY,HHNATVTY,C,370,Peru,NO,YES
HOUSEHOLD,HHNATVTY,HHNATVTY,C,372,Uruguay,NO,YES
HOUSEHOLD,HHNATVTY,HHNATVTY,C,373,Venezuela,NO,YES
HOUSEHOLD,HHNATVTY,HHNATVTY,C,374,"South America, not specified",NO,YES
HOUSEHOLD,HHNATVTY,HHNATVTY,C,399,"Americas, not specified",NO,YES
HOUSEHOLD,HHNATVTY,HHNATVTY,C,400,Algeria,NO,YES
HOUSEHOLD,HHNATVTY,HHNATVTY,C,407,Cameroon,NO,YES
